entry1	entry2	type	value	name
cpd:C16514-375	hsa:89832	PCrel	-->	activation
cpd:C16514-376	hsa:125965	PCrel	--|	inhibition
cpd:C16514-376	hsa:1327	PCrel	--|	inhibition
cpd:C16514-376	hsa:1329	PCrel	--|	inhibition
cpd:C16514-376	hsa:1337	PCrel	--|	inhibition
cpd:C16514-376	hsa:1339	PCrel	--|	inhibition
cpd:C16514-376	hsa:1340	PCrel	--|	inhibition
cpd:C16514-376	hsa:1345	PCrel	--|	inhibition
cpd:C16514-376	hsa:1346	PCrel	--|	inhibition
cpd:C16514-376	hsa:1347	PCrel	--|	inhibition
cpd:C16514-376	hsa:1349	PCrel	--|	inhibition
cpd:C16514-376	hsa:1350	PCrel	--|	inhibition
cpd:C16514-376	hsa:1351	PCrel	--|	inhibition
cpd:C16514-376	hsa:170712	PCrel	--|	inhibition
cpd:C16514-376	hsa:3028	PCrel	--|	inhibition
cpd:C16514-376	hsa:341947	PCrel	--|	inhibition
cpd:C16514-376	hsa:4512	PCrel	--|	inhibition
cpd:C16514-376	hsa:4513	PCrel	--|	inhibition
cpd:C16514-376	hsa:4514	PCrel	--|	inhibition
cpd:C16514-376	hsa:5481	PCrel	-->	activation
cpd:C16514-376	hsa:84701	PCrel	--|	inhibition
cpd:C16514-376	hsa:9167	PCrel	--|	inhibition
cpd:C16514-376	hsa:9377	PCrel	--|	inhibition
cpd:C16514-377	hsa:4217	PCrel	-->	activation
cpd:C16514-384	undefined-805	PCrel	--|	inhibition
cpd:C16515-375	hsa:1128	PCrel	-->	activation
cpd:C16515-375	hsa:1131	PCrel	-->	activation
cpd:C16515-375	hsa:1133	PCrel	-->	activation
cpd:C16515-375	hsa:1139	PCrel	-->	activation
cpd:C16515-375	hsa:177	PCrel	-->	activation
cpd:C16515-375	hsa:22943	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C16515-375	hsa:27121	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C16515-375	hsa:27123	PCrel,PCrel	-->,..>	activation,indirecteffect
cpd:C16515-375	hsa:2902	PCrel	-->	activation
cpd:C16515-375	hsa:2903	PCrel	-->	activation
cpd:C16515-375	hsa:2904	PCrel	-->	activation
cpd:C16515-375	hsa:2905	PCrel	-->	activation
cpd:C16515-375	hsa:2906	PCrel	-->	activation
cpd:C16515-375	hsa:2915	PCrel	-->	activation
cpd:C16515-375	hsa:355	PCrel	-->	activation
cpd:C16515-375	hsa:7132	PCrel	-->	activation
cpd:C16515-375	hsa:775	PCrel	-->	activation
cpd:C16515-375	hsa:776	PCrel	-->	activation
cpd:C16515-375	hsa:778	PCrel	-->	activation
cpd:C16515-375	hsa:779	PCrel	-->	activation
cpd:C16515-375	hsa:89832	PCrel	-->	activation
cpd:C16515-376	hsa:125965	PCrel	--|	inhibition
cpd:C16515-376	hsa:1327	PCrel	--|	inhibition
cpd:C16515-376	hsa:1329	PCrel	--|	inhibition
cpd:C16515-376	hsa:1337	PCrel	--|	inhibition
cpd:C16515-376	hsa:1339	PCrel	--|	inhibition
cpd:C16515-376	hsa:1340	PCrel	--|	inhibition
cpd:C16515-376	hsa:1345	PCrel	--|	inhibition
cpd:C16515-376	hsa:1346	PCrel	--|	inhibition
cpd:C16515-376	hsa:1347	PCrel	--|	inhibition
cpd:C16515-376	hsa:1349	PCrel	--|	inhibition
cpd:C16515-376	hsa:1350	PCrel	--|	inhibition
cpd:C16515-376	hsa:1351	PCrel	--|	inhibition
cpd:C16515-376	hsa:170712	PCrel	--|	inhibition
cpd:C16515-376	hsa:3028	PCrel	--|	inhibition
cpd:C16515-376	hsa:341947	PCrel	--|	inhibition
cpd:C16515-376	hsa:4512	PCrel	--|	inhibition
cpd:C16515-376	hsa:4513	PCrel	--|	inhibition
cpd:C16515-376	hsa:4514	PCrel	--|	inhibition
cpd:C16515-376	hsa:5481	PCrel	-->	activation
cpd:C16515-376	hsa:84701	PCrel	--|	inhibition
cpd:C16515-376	hsa:9167	PCrel	--|	inhibition
cpd:C16515-376	hsa:9377	PCrel	--|	inhibition
cpd:C16515-377	hsa:4217	PCrel	-->	activation
cpd:C16515-384	undefined-805	PCrel	--|	inhibition
cpd:C19610-789	hsa:6389	PCrel	--|	inhibition
cpd:C19610-789	hsa:6390	PCrel	--|	inhibition
cpd:C19610-789	hsa:6391	PCrel	--|	inhibition
cpd:C19610-789	hsa:6392	PCrel	--|	inhibition
cpd:C21011-306	hsa:177	PCrel	-->	activation
cpd:C21012-306	hsa:177	PCrel	-->	activation
cpd:C21013-306	hsa:177	PCrel	-->	activation
cpd:C21014-306	hsa:177	PCrel	-->	activation
hsa:100506742	hsa:836	PPrel	-->	activation
hsa:1020	hsa:2932	PPrel	-->	activation
hsa:1020	hsa:4137	PPrel,PPrel,PPrel,PPrel	-->,+p,-->,+p	activation,phosphorylation,activation,phosphorylation
hsa:10313	hsa:23621	PPrel	--|	inhibition
hsa:10313	hsa:25825	PPrel	--|	inhibition
hsa:110117499	cpd:C05981-318	PCrel	-->	activation
hsa:1128	hsa:2776	PPrel	-->	activation
hsa:1131	hsa:2776	PPrel	-->	activation
hsa:1133	hsa:2776	PPrel	-->	activation
hsa:1147	hsa:3667	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:1147	hsa:8471	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:1147	hsa:8660	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:1536	cpd:C00704-305	PCrel	-->	activation
hsa:163688	hsa:5530	PPrel	-->	activation
hsa:163688	hsa:5532	PPrel	-->	activation
hsa:163688	hsa:5533	PPrel	-->	activation
hsa:163688	hsa:5534	PPrel	-->	activation
hsa:163688	hsa:5535	PPrel	-->	activation
hsa:177	hsa:1536	PPrel	-->	activation
hsa:177	hsa:27035	PPrel	-->	activation
hsa:177	hsa:3265	PPrel	-->	activation
hsa:177	hsa:3845	PPrel	-->	activation
hsa:177	hsa:4893	PPrel	-->	activation
hsa:177	hsa:50507	PPrel	-->	activation
hsa:1855	hsa:2932	PPrel	--|	inhibition
hsa:1856	hsa:2932	PPrel	--|	inhibition
hsa:1857	hsa:2932	PPrel	--|	inhibition
hsa:1965	hsa:468	PPrel	-->	activation
hsa:2081	hsa:7186	PPrel	---	binding/association
hsa:2081	hsa:7494	PPrel	-->	activation
hsa:22926	hsa:1649	GErel	-->	expression
hsa:22926	hsa:7494	GErel	-->	expression
hsa:22943	hsa:51384	PPrel	--|	inhibition
hsa:22943	hsa:54361	PPrel	--|	inhibition
hsa:22943	hsa:7471	PPrel	--|	inhibition
hsa:22943	hsa:7472	PPrel	--|	inhibition
hsa:22943	hsa:7473	PPrel	--|	inhibition
hsa:22943	hsa:7474	PPrel	--|	inhibition
hsa:22943	hsa:7475	PPrel	--|	inhibition
hsa:22943	hsa:7476	PPrel	--|	inhibition
hsa:22943	hsa:7477	PPrel	--|	inhibition
hsa:22943	hsa:7478	PPrel	--|	inhibition
hsa:22943	hsa:7479	PPrel	--|	inhibition
hsa:22943	hsa:7480	PPrel	--|	inhibition
hsa:22943	hsa:7481	PPrel	--|	inhibition
hsa:22943	hsa:7482	PPrel	--|	inhibition
hsa:22943	hsa:7483	PPrel	--|	inhibition
hsa:22943	hsa:7484	PPrel	--|	inhibition
hsa:22943	hsa:80326	PPrel	--|	inhibition
hsa:22943	hsa:81029	PPrel	--|	inhibition
hsa:22943	hsa:89780	PPrel	--|	inhibition
hsa:23130	hsa:26100	PPrel	---	binding/association
hsa:23130	hsa:55062	PPrel	---	binding/association
hsa:23236	cpd:C01245-52	PCrel	-->	activation
hsa:2475	undefined-804	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:27035	cpd:C00704-305	PCrel	-->	activation
hsa:27121	hsa:51384	PPrel	--|	inhibition
hsa:27121	hsa:54361	PPrel	--|	inhibition
hsa:27121	hsa:7471	PPrel	--|	inhibition
hsa:27121	hsa:7472	PPrel	--|	inhibition
hsa:27121	hsa:7473	PPrel	--|	inhibition
hsa:27121	hsa:7474	PPrel	--|	inhibition
hsa:27121	hsa:7475	PPrel	--|	inhibition
hsa:27121	hsa:7476	PPrel	--|	inhibition
hsa:27121	hsa:7477	PPrel	--|	inhibition
hsa:27121	hsa:7478	PPrel	--|	inhibition
hsa:27121	hsa:7479	PPrel	--|	inhibition
hsa:27121	hsa:7480	PPrel	--|	inhibition
hsa:27121	hsa:7481	PPrel	--|	inhibition
hsa:27121	hsa:7482	PPrel	--|	inhibition
hsa:27121	hsa:7483	PPrel	--|	inhibition
hsa:27121	hsa:7484	PPrel	--|	inhibition
hsa:27121	hsa:80326	PPrel	--|	inhibition
hsa:27121	hsa:81029	PPrel	--|	inhibition
hsa:27121	hsa:89780	PPrel	--|	inhibition
hsa:27123	hsa:51384	PPrel	--|	inhibition
hsa:27123	hsa:54361	PPrel	--|	inhibition
hsa:27123	hsa:7471	PPrel	--|	inhibition
hsa:27123	hsa:7472	PPrel	--|	inhibition
hsa:27123	hsa:7473	PPrel	--|	inhibition
hsa:27123	hsa:7474	PPrel	--|	inhibition
hsa:27123	hsa:7475	PPrel	--|	inhibition
hsa:27123	hsa:7476	PPrel	--|	inhibition
hsa:27123	hsa:7477	PPrel	--|	inhibition
hsa:27123	hsa:7478	PPrel	--|	inhibition
hsa:27123	hsa:7479	PPrel	--|	inhibition
hsa:27123	hsa:7480	PPrel	--|	inhibition
hsa:27123	hsa:7481	PPrel	--|	inhibition
hsa:27123	hsa:7482	PPrel	--|	inhibition
hsa:27123	hsa:7483	PPrel	--|	inhibition
hsa:27123	hsa:7484	PPrel	--|	inhibition
hsa:27123	hsa:80326	PPrel	--|	inhibition
hsa:27123	hsa:81029	PPrel	--|	inhibition
hsa:27123	hsa:89780	PPrel	--|	inhibition
hsa:2776	hsa:23236	PPrel	-->	activation
hsa:2776	hsa:5330	PPrel	-->	activation
hsa:2776	hsa:5331	PPrel	-->	activation
hsa:2776	hsa:5332	PPrel	-->	activation
hsa:2915	hsa:2776	PPrel	-->	activation
hsa:2932	hsa:147700	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:2932	hsa:1499	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:2932	hsa:369	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:2932	hsa:3798	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:2932	hsa:3799	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:2932	hsa:3800	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:2932	hsa:3831	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:2932	hsa:4137	PPrel,PPrel,PPrel,PPrel	-->,+p,-->,+p	activation,phosphorylation,activation,phosphorylation
hsa:2932	hsa:5604	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:2932	hsa:5605	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:2932	hsa:5894	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:2932	hsa:64837	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:2932	hsa:673	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:2932	hsa:89953	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:317	hsa:842	PPrel	-->	activation
hsa:3265	hsa:369	PPrel	-->	activation
hsa:3265	hsa:5894	PPrel	-->	activation
hsa:3265	hsa:673	PPrel	-->	activation
hsa:351	hsa:2597	PPrel	--|	inhibition
hsa:351	hsa:322	PPrel	---	binding/association
hsa:351	hsa:8883	PPrel	---	binding/association
hsa:355	hsa:8772	PPrel	-->	activation
hsa:3551	hsa:3667	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:3551	hsa:8471	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:3551	hsa:8660	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:3630	hsa:3643	PPrel	-->	activation
hsa:3643	hsa:3667	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:3643	hsa:8471	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:3643	hsa:8660	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:3667	hsa:110117499	PPrel	-->	activation
hsa:3667	hsa:5290	PPrel	-->	activation
hsa:3667	hsa:5291	PPrel	-->	activation
hsa:3667	hsa:5293	PPrel	-->	activation
hsa:3667	hsa:5295	PPrel	-->	activation
hsa:3667	hsa:5296	PPrel	-->	activation
hsa:3667	hsa:8503	PPrel	-->	activation
hsa:369	hsa:5604	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:369	hsa:5605	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:3845	hsa:369	PPrel	-->	activation
hsa:3845	hsa:5894	PPrel	-->	activation
hsa:3845	hsa:673	PPrel	-->	activation
hsa:4137	hsa:100532726	PPrel	--|	inhibition
hsa:4137	hsa:10376	PPrel	--|	inhibition
hsa:4137	hsa:10381	PPrel	--|	inhibition
hsa:4137	hsa:10382	PPrel	--|	inhibition
hsa:4137	hsa:10383	PPrel	--|	inhibition
hsa:4137	hsa:107984365	PPrel	--|	inhibition
hsa:4137	hsa:112714	PPrel	--|	inhibition
hsa:4137	hsa:113457	PPrel	--|	inhibition
hsa:4137	hsa:124908013	PPrel	--|	inhibition
hsa:4137	hsa:124908015	PPrel	--|	inhibition
hsa:4137	hsa:124908041	PPrel	--|	inhibition
hsa:4137	hsa:126328	PPrel	--|	inhibition
hsa:4137	hsa:203068	PPrel	--|	inhibition
hsa:4137	hsa:260334	PPrel	--|	inhibition
hsa:4137	hsa:347688	PPrel	--|	inhibition
hsa:4137	hsa:347733	PPrel	--|	inhibition
hsa:4137	hsa:374291	PPrel	--|	inhibition
hsa:4137	hsa:4535	PPrel	--|	inhibition
hsa:4137	hsa:4536	PPrel	--|	inhibition
hsa:4137	hsa:4537	PPrel	--|	inhibition
hsa:4137	hsa:4538	PPrel	--|	inhibition
hsa:4137	hsa:4539	PPrel	--|	inhibition
hsa:4137	hsa:4540	PPrel	--|	inhibition
hsa:4137	hsa:4541	PPrel	--|	inhibition
hsa:4137	hsa:4694	PPrel	--|	inhibition
hsa:4137	hsa:4695	PPrel	--|	inhibition
hsa:4137	hsa:4696	PPrel	--|	inhibition
hsa:4137	hsa:4697	PPrel	--|	inhibition
hsa:4137	hsa:4698	PPrel	--|	inhibition
hsa:4137	hsa:4700	PPrel	--|	inhibition
hsa:4137	hsa:4701	PPrel	--|	inhibition
hsa:4137	hsa:4702	PPrel	--|	inhibition
hsa:4137	hsa:4704	PPrel	--|	inhibition
hsa:4137	hsa:4705	PPrel	--|	inhibition
hsa:4137	hsa:4706	PPrel	--|	inhibition
hsa:4137	hsa:4707	PPrel	--|	inhibition
hsa:4137	hsa:4708	PPrel	--|	inhibition
hsa:4137	hsa:4709	PPrel	--|	inhibition
hsa:4137	hsa:4710	PPrel	--|	inhibition
hsa:4137	hsa:4711	PPrel	--|	inhibition
hsa:4137	hsa:4712	PPrel	--|	inhibition
hsa:4137	hsa:4713	PPrel	--|	inhibition
hsa:4137	hsa:4714	PPrel	--|	inhibition
hsa:4137	hsa:4715	PPrel	--|	inhibition
hsa:4137	hsa:4716	PPrel	--|	inhibition
hsa:4137	hsa:4717	PPrel	--|	inhibition
hsa:4137	hsa:4718	PPrel	--|	inhibition
hsa:4137	hsa:4719	PPrel	--|	inhibition
hsa:4137	hsa:4720	PPrel	--|	inhibition
hsa:4137	hsa:4722	PPrel	--|	inhibition
hsa:4137	hsa:4723	PPrel	--|	inhibition
hsa:4137	hsa:4724	PPrel	--|	inhibition
hsa:4137	hsa:4725	PPrel	--|	inhibition
hsa:4137	hsa:4726	PPrel	--|	inhibition
hsa:4137	hsa:4728	PPrel	--|	inhibition
hsa:4137	hsa:4729	PPrel	--|	inhibition
hsa:4137	hsa:4731	PPrel	--|	inhibition
hsa:4137	hsa:51079	PPrel	--|	inhibition
hsa:4137	hsa:51807	PPrel	--|	inhibition
hsa:4137	hsa:54539	PPrel	--|	inhibition
hsa:4137	hsa:55967	PPrel	--|	inhibition
hsa:4137	hsa:56901	PPrel	--|	inhibition
hsa:4137	hsa:7277	PPrel	--|	inhibition
hsa:4137	hsa:7278	PPrel	--|	inhibition
hsa:4137	hsa:7280	PPrel	--|	inhibition
hsa:4137	hsa:7846	PPrel	--|	inhibition
hsa:4137	hsa:79861	PPrel	--|	inhibition
hsa:4137	hsa:81027	PPrel	--|	inhibition
hsa:4137	hsa:84617	PPrel	--|	inhibition
hsa:4137	hsa:84790	PPrel	--|	inhibition
hsa:4217	hsa:5609	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:468	hsa:1649	GErel	-->	expression
hsa:4790	hsa:1435	GErel	-->	expression
hsa:4790	hsa:3552	GErel	-->	expression
hsa:4790	hsa:3553	GErel	-->	expression
hsa:4790	hsa:3569	GErel	-->	expression
hsa:4790	hsa:4843	GErel	-->	expression
hsa:4790	hsa:5743	GErel	-->	expression
hsa:4790	hsa:7124	GErel	-->	expression
hsa:4842	cpd:C00533-109	PCrel	-->	activation
hsa:4893	hsa:369	PPrel	-->	activation
hsa:4893	hsa:5894	PPrel	-->	activation
hsa:4893	hsa:673	PPrel	-->	activation
hsa:50507	cpd:C00704-305	PCrel	-->	activation
hsa:51384	undefined-802	PPrel	-->	activation
hsa:51806	hsa:5530	PPrel	-->	activation
hsa:51806	hsa:5532	PPrel	-->	activation
hsa:51806	hsa:5533	PPrel	-->	activation
hsa:51806	hsa:5534	PPrel	-->	activation
hsa:51806	hsa:5535	PPrel	-->	activation
hsa:5290	cpd:C05981-318	PCrel	-->	activation
hsa:5291	cpd:C05981-318	PCrel	-->	activation
hsa:5293	cpd:C05981-318	PCrel	-->	activation
hsa:5295	cpd:C05981-318	PCrel	-->	activation
hsa:5296	cpd:C05981-318	PCrel	-->	activation
hsa:5330	cpd:C01245-52	PCrel	-->	activation
hsa:5331	cpd:C01245-52	PCrel	-->	activation
hsa:5332	cpd:C01245-52	PCrel	-->	activation
hsa:54205	hsa:842	PPrel	-->	activation
hsa:54361	undefined-802	PPrel	-->	activation
hsa:5481	hsa:10105	PPrel	-->	activation
hsa:5481	hsa:291	PPrel	-->	activation
hsa:5481	hsa:292	PPrel	-->	activation
hsa:5481	hsa:293	PPrel	-->	activation
hsa:5481	hsa:7416	PPrel	-->	activation
hsa:5481	hsa:7417	PPrel	-->	activation
hsa:5481	hsa:7419	PPrel	-->	activation
hsa:5481	hsa:83447	PPrel	-->	activation
hsa:55102	hsa:26100	PPrel	---	binding/association
hsa:55102	hsa:55062	PPrel	---	binding/association
hsa:5530	hsa:2932	PPrel	-->	activation
hsa:5530	hsa:572	PPrel,PPrel	-->,-p	activation,dephosphorylation
hsa:5532	hsa:2932	PPrel	-->	activation
hsa:5532	hsa:572	PPrel,PPrel	-->,-p	activation,dephosphorylation
hsa:5533	hsa:2932	PPrel	-->	activation
hsa:5533	hsa:572	PPrel,PPrel	-->,-p	activation,dephosphorylation
hsa:5534	hsa:2932	PPrel	-->	activation
hsa:5534	hsa:572	PPrel,PPrel	-->,-p	activation,dephosphorylation
hsa:5535	hsa:2932	PPrel	-->	activation
hsa:5535	hsa:572	PPrel,PPrel	-->,-p	activation,dephosphorylation
hsa:55626	hsa:441925	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:55626	hsa:8678	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5594	hsa:836	PPrel	-->	activation
hsa:5595	hsa:836	PPrel	-->	activation
hsa:5599	hsa:3667	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5599	hsa:8471	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5599	hsa:8660	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5601	hsa:3667	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5601	hsa:8471	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5601	hsa:8660	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5602	hsa:3667	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5602	hsa:8471	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5602	hsa:8660	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5604	hsa:5594	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5604	hsa:5595	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5605	hsa:5594	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5605	hsa:5595	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5609	hsa:5599	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5609	hsa:5601	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5609	hsa:5602	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5610	hsa:3667	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5610	hsa:8471	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5610	hsa:8660	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:5663	hsa:2081	PPrel	--|	inhibition
hsa:5663	hsa:22926	PPrel,PPrel	--|,..>	inhibition,indirecteffect
hsa:5663	hsa:2932	PPrel	-->	activation
hsa:5663	hsa:3708	PPrel	-->	activation
hsa:5663	hsa:3709	PPrel	-->	activation
hsa:5663	hsa:3710	PPrel	-->	activation
hsa:5663	hsa:6263	PPrel	-->	activation
hsa:5663	hsa:9451	PPrel	--|	inhibition
hsa:5664	hsa:2081	PPrel	--|	inhibition
hsa:5664	hsa:22926	PPrel,PPrel	--|,..>	inhibition,indirecteffect
hsa:5664	hsa:3708	PPrel	-->	activation
hsa:5664	hsa:3709	PPrel	-->	activation
hsa:5664	hsa:3710	PPrel	-->	activation
hsa:5664	hsa:6263	PPrel	-->	activation
hsa:5664	hsa:9451	PPrel	--|	inhibition
hsa:57142	hsa:23621	PPrel	--|	inhibition
hsa:57142	hsa:25825	PPrel	--|	inhibition
hsa:5894	hsa:5604	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5894	hsa:5605	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:5970	hsa:1435	GErel	-->	expression
hsa:5970	hsa:3552	GErel	-->	expression
hsa:5970	hsa:3553	GErel	-->	expression
hsa:5970	hsa:3569	GErel	-->	expression
hsa:5970	hsa:4843	GErel	-->	expression
hsa:5970	hsa:5743	GErel	-->	expression
hsa:5970	hsa:7124	GErel	-->	expression
hsa:673	hsa:5604	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:673	hsa:5605	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:7124	hsa:7132	PPrel	-->	activation
hsa:7132	hsa:8772	PPrel	-->	activation
hsa:7186	hsa:4217	PPrel	-->	activation
hsa:7471	undefined-802	PPrel	-->	activation
hsa:7472	undefined-802	PPrel	-->	activation
hsa:7473	undefined-802	PPrel	-->	activation
hsa:7474	undefined-802	PPrel	-->	activation
hsa:7475	undefined-802	PPrel	-->	activation
hsa:7476	undefined-802	PPrel	-->	activation
hsa:7477	undefined-802	PPrel	-->	activation
hsa:7478	undefined-802	PPrel	-->	activation
hsa:7479	undefined-802	PPrel	-->	activation
hsa:7480	undefined-802	PPrel	-->	activation
hsa:7481	undefined-802	PPrel	-->	activation
hsa:7482	undefined-802	PPrel	-->	activation
hsa:7483	undefined-802	PPrel	-->	activation
hsa:7484	undefined-802	PPrel	-->	activation
hsa:801	hsa:5530	PPrel	-->	activation
hsa:801	hsa:5532	PPrel	-->	activation
hsa:801	hsa:5533	PPrel	-->	activation
hsa:801	hsa:5534	PPrel	-->	activation
hsa:801	hsa:5535	PPrel	-->	activation
hsa:80326	undefined-802	PPrel	-->	activation
hsa:805	hsa:5530	PPrel	-->	activation
hsa:805	hsa:5532	PPrel	-->	activation
hsa:805	hsa:5533	PPrel	-->	activation
hsa:805	hsa:5534	PPrel	-->	activation
hsa:805	hsa:5535	PPrel	-->	activation
hsa:808	hsa:5530	PPrel	-->	activation
hsa:808	hsa:5532	PPrel	-->	activation
hsa:808	hsa:5533	PPrel	-->	activation
hsa:808	hsa:5534	PPrel	-->	activation
hsa:808	hsa:5535	PPrel	-->	activation
hsa:810	hsa:5530	PPrel	-->	activation
hsa:810	hsa:5532	PPrel	-->	activation
hsa:810	hsa:5533	PPrel	-->	activation
hsa:810	hsa:5534	PPrel	-->	activation
hsa:810	hsa:5535	PPrel	-->	activation
hsa:81029	undefined-802	PPrel	-->	activation
hsa:823	hsa:8851	PPrel	-->	activation
hsa:824	hsa:8851	PPrel	-->	activation
hsa:836	hsa:4137	PPrel	-->	activation
hsa:840	hsa:4137	PPrel	-->	activation
hsa:841	hsa:637	PPrel	-->	activation
hsa:841	hsa:836	PPrel	-->	activation
